"id_skill","Skill","description"
"277f489c-7a47-4791-bd87-61ca01737f96","oversee production requirements","Oversee production processes and prepare all the resources needed to maintain an efficient and continuous flow of production."
"27834b48-7cd7-4a4b-87fd-2033d57b4a74","handle seasonal sales","Oversee seasonal sales activities during busy periods like Thanksgiving and Christmas, including managing the high volume of activity on the sales floor."
"278395f4-20d9-491b-8329-8f9b362700ab","assist in veterinary surgery","Assist the veterinary surgeon during surgical procedures by carrying out the duties of a general theatre assistant."
"27910071-8dcd-40e5-9b58-7db56e9d6d2c","forecast human population trends","Compare existing data about the human population with geographic and sociological knowledge in order to predict trends in human population."
"279101c1-e325-4349-bf58-401b6c8ff208","operate cash point","Count the money. Balance cash drawer at the end of the shift. Receive payments and process payment information. Use scanning equipment."
"279a4b1d-21df-4d78-9f4d-324c73fd7536","manage human resources","Conduct employee recruitment, helping employees to develop their personal and organisational skills, knowledge, and competencies as well as providing feedback and performance appraisals. It includes motivating employees, by implementing rewarding systems (managing pay and benefit systems) in order to maximise employee performance with regard to employer's strategic objectives."
"279a4bcc-2c02-4de8-a249-f5a4fe3ad182","set up drip irrigation system","Connect all necessary parts of a drip irrigation system, including any filtration devices, sensors and valves. Lay out the irrigation pipes along the covered surface according to a specified design."
"279e8cb1-b704-41b3-a1c9-60f130e303b4","types of fuels","Types of fuel available on the market such as petrol, diesel, bio-fuel, etc."
"27a638bc-6362-45f8-afce-5596a606269b","impact of social contexts on health","The social and cultural contexts of individuals` behaviours, and the impact on their health within their social and cultural context."
"27a87847-f6cc-4e49-af0b-3d17da351af6","advise legislators","Give advice on various government and legislative duties, such as policy creation and the inner workings of a governmental department, to government officials in legislative positions, such as members of parliament, government ministers, senators, and other legislators."
"27abdcb5-65a9-40fa-99e4-1860574b459e","produce harp components","Choose the appropriate tonewood and other materials and tools, and build the different harp parts such as the column, sound board, pedals, tuning pins and strings."
"27ad6528-0914-4049-87c0-2f05791d0e2e","design a domotic system in buildings","Design a complete domotic system for buildings, taking into account every chosen component. Make a weighting and balancing between which components and systems should be included in domotics and which are less useful to include, in relation to energy saving."
"27aedf16-e2e9-419d-9ad8-1c3100e0e941","supervise video and motion picture editing team","Supervise multimedia artists and other members of the video and motion picture editing team to make sure editing is done on time and according to the creative vision of the production team."
"27b6623b-e09c-4112-9672-8ddb9e354b9e","land use for airport planning","The principles that govern the use of land for human activities within and surrounding airports, including the impact on natural resources such as water, soil, nutrients and wildlife."
"27b86b4c-758e-4749-b242-f6dfde2e74f2","food canning production line","Steps in the canning process line from washing, conditioning and weighing food products, washing and preparing cans, filling cans, as well as other operations in order to obtain the end product."
"27b913f0-3c52-448b-ad27-fc6ef08fb326","Adobe Illustrator","The computer program Adobe Illustrator CC is a graphical ICT tool which enables digital editing and composition of graphics to generate both 2D raster or 2D vector graphics. It is developed by the software company Adobe."
"27bcdf34-aebd-413b-9c02-e8ac63558e6a","conduct ante-mortem veterinary health inspection","Perform clinical assessment and certification of the health status of food animals prior to slaughter."
"27bddf8a-8a65-454e-acc1-3556496ff77b","tend milk filling machines","Handle milk flowing to machines that fill cartons and bottles. Adjust the equipment so that they fill these containers with the right kind of milk—whole milk, low-fat milk or cream."
"27ce49c9-cec8-451d-ac6f-818394aef827","maintain personal development in psychotherapy","Develop and monitor personal qualities as a professional psychotherapist, ensuring resilience, the ability to manage complex and unpredictable behavior and taking appropriate action when required"
"27cea4fb-1441-4694-8771-f54376b8f50f","maintain camping facilities","Keep campsites or areas for recreation, including maintenance and supply selection."
"27d1012f-0ad8-42fb-b342-0e7ef12d22d1","compile detailed collection inventory","Compile a detailed inventory of all items in the collection."
"27d19c6f-701f-4202-89fa-c4de10f52080","monitor parking areas to maintain security","Monitor the entry and exit routes within the parking areas and report on any hazards, accidents or violations."
"27d26fd6-5795-4f0a-884e-112df7c68314","apply arc welding techniques","Apply and work with a variety of techniques in the process of arc welding, such as shielded metal arc welding, gas metal arc welding, submerged arc welding, flux-cored arc welding, and others."
"27d54d7c-68cd-4c04-9e05-538b01c6a80b","restorative justice","The justice system that is concerned more with the needs of the victims and the offenders, and of the involved community."
"27d62e71-5727-4725-83e5-131b7b3c8295","carry out cross merchandising","Place a particular item in more than one location within the store, in order to attract customer attention and increase sales."
"27db7f61-085f-481c-8e74-1c97b7649d90","calculation of food energy","The summing up of the total energy of food by adding together the energy provided by the proteins, total fat, carbohydrates and dietary fibers contained in one meal or food product."
"27ddcef9-8522-4699-b0e6-2e2b10fd6d13","create a crowdfunding campaign","Setup a digital fundraising activity for a project, using crowdfunding platforms. This involves creating a profile on a crowdfunding platform, creating compelling videos about the project, pitching the objectives of the campaign, monitoring the budget, following-up with donors, using social media, etc."
"27de0574-cb9b-412b-a14b-be856efb0a95","communication related to hearing impairment","The phonologic, morphologic and syntactic aspects and characteristics of human communication for individuals affected by hearing impairment."
"27e8f919-3ae1-42fc-b1e0-7d8f9ed972a7","zoo regulations","National, regional and international regulations related to zoos."
"27ed854c-15b8-4ba2-90e9-ae888a219703","perform business analysis","Evaluate the condition of a business on its own and in relation to the competitive business domain, performing research, placing data in context of the business' needs and determining areas of opportunity."
