qId,Job,metadata,Edu_essential,Edu_optional,AgeMin,AgeMax,City,Competence_essential,Competence_optional,Knowledge_essential,Knowledge_optional,Language_essential,Language_optional,Experience_essential,Experience_optional
155,geological engineer,"{'group': '2142', 'uri_comp_ess': ['4fabca9a-7435-4f33-b1da-3cdb00340fdc', 'e541c69c-ea80-4b17-87cb-4001d0b9d303'], 'uri_comp_opt': [], 'uri_know_ess': ['8bdd25f8-4b6e-40fe-a2cf-c1badc594114', '377861af-f966-4c87-a2db-7e99904312b9', '6f5850ea-5785-4e2c-b062-743066fd5bdb'], 'uri_know_opt': ['81d274bc-6dbf-4003-bcba-f76478d5d930']}",Master-D.,-,24,35,Macherio,"['engage in scientific research', 'assess environmental impact and risks']",[],"['geology', 'geographic information systems', 'environmental legislation']",['nuclear energy'],"[('French', 'C2')]",[],-,False
156,biomedical scientist,"{'group': '2131', 'uri_comp_ess': ['c82f9319-cf46-4257-a8ce-542d0a7fed8f', '78bac337-ed76-45b6-bd7f-621841c997c4', '43805fb4-8bbf-4960-b7d6-8bc275390cac'], 'uri_comp_opt': ['2475cd27-8d6c-4318-a364-21395b23acba', '03b9b491-fc9b-4868-914a-bf7cd47b5041', '1f6579b0-11e6-4eb2-82d0-5f2d27cc11d6'], 'uri_know_ess': ['0449bf39-a288-4ecc-823a-3d194be5e932', '9433da85-70fa-4a25-8f96-71fa59dd1989'], 'uri_know_opt': []}",Master-D.,PhD,27,34,Casier,"['provide treatment strategies for challenges to human health', 'perform screening for infectious diseases', 'analyse body fluids']","['empathise with the healthcare user', 'create solutions to problems', 'collect biological samples from patients']","['techniques of blood-sampling', 'biology']",[],"[('German', 'B2'), ('Chinese', 'C2')]",[],-,False
157,quality engineering technician,"{'group': '3119', 'uri_comp_ess': ['cdd2b6cc-b4a9-42a0-824b-766f52176fd3', '1a3660c2-011c-4e96-9b1d-529afc305428', '913e7e83-b8f8-4574-b1ca-1b38f3fd974a', '4cb51222-3e2e-417c-9a5c-e9ccf262721d'], 'uri_comp_opt': ['68b6ef08-d823-489d-a95c-752ae6f6e6a7', '987a848a-01ec-4938-9f31-1af1c7bef651'], 'uri_know_ess': ['d512d178-37a6-4eab-a660-412d2bb0824a', '8d4271ca-c9fd-40b3-875f-15f78332a49e', '1177c6f5-09c5-4c35-873c-afd22d170ad3'], 'uri_know_opt': []}",Master-D.,-,25,37,Lercara Friddi,"['write an evaluation reports', 'audit quality of products', 'test application', 'ensure compliance with company regulations']","['read standard blueprints', 'test equipment maintaining']","['test procedures', 'quality standards', 'quality assurance procedures']",[],"[('Italian', 'A2'), ('English', 'Null')]",[],2,False
158,web content manager,"{'group': '2513', 'uri_comp_ess': ['1dae8445-12e5-423a-bb26-824010e299b9', '4cb51222-3e2e-417c-9a5c-e9ccf262721d'], 'uri_comp_opt': ['5233e3f4-904a-4f68-9327-707f11d93374'], 'uri_know_ess': ['c2999f0c-eb37-4cdf-b9b0-82107b628794', 'a846cb9e-c152-41e7-bd34-45e7ff941e3b', 'e74f4f21-8d45-412c-b5c3-652e6167ee32'], 'uri_know_opt': ['abdc7ac8-151f-40c6-bc1a-1e9b4b073290', '4350c38d-0fe9-4ca7-bab9-40ed7f72b04f']}",Degree,Bachelor-D.,23,36,Torino,"['ensure compliance with legal requirements', 'ensure compliance with company regulations']",['design digital call to action'],"['style sheet languages', 'legal requirements of ICT products', 'content development processes']","['augmented reality', 'PHP']","[('French', 'A1')]",[],1,False
159,made-up textile articles manufacturer,"{'group': '7533', 'uri_comp_ess': ['8babf8e3-4187-4b8c-9594-82d69a598e89', 'a3b7b8ec-794b-4821-8c6b-465fe2c7a691', '1f5923bd-e204-4a4a-b16f-3aac20101151'], 'uri_comp_opt': ['a3ef84f9-c436-437a-bc6f-4956ae13e1eb', '1fe563ab-47b8-4092-98d6-2ac94952891e'], 'uri_know_ess': ['39a25537-5057-4c0b-8141-32851e1cd886', '58136283-9617-45b1-8f53-bf58efd9c5cc'], 'uri_know_opt': []}",Degree,Bachelor-D.,19,39,Locri,"['decorate textile articles', 'snip fabrics', 'assemble large dimension fabrics for outdoor usage']","['sew pieces of fabric', 'embroider']","['wearing apparel processes, technologies and machinery', 'manufacturing of made-up textile articles']",[],"[('English', 'C1')]","[('Arabic', 'Null')]",2,False
160,starch extraction operator,"{'group': '8160', 'uri_comp_ess': ['fc511e12-fe90-40a0-bec8-227abb5e4255', '0c944316-12f6-4949-a156-a03dbaae790f', '2562fa92-6ecf-4ba9-831e-0ce94acb8991', 'c2241f73-9151-4817-96b2-b9a6aae4c9e9'], 'uri_comp_opt': ['2384ce67-127d-467c-8ac3-cdabd3629936', 'f66b2fc3-2952-41e5-89bf-a9157ea29420'], 'uri_know_ess': ['71581d4b-65e2-4d60-af92-50f07ae39e9c', '8bbb4eda-7964-4d30-8cbf-2742efbec484'], 'uri_know_opt': []}",Less-than-degree,Degree,16,35,Lecce,"['follow verbal instructions', 'ensure sanitation', 'disassemble equipment', 'carry out checks of production plant equipment']","['set up equipment for food production', 'ensure compliance with environmental legislation in food production']","['variety of starches', 'starch production processes']",[],"[('Romanian', 'B2')]","[('Italian', 'Null')]",1,True
161,corrosion technician,"{'group': '3112', 'uri_comp_ess': ['918f5211-b99f-4b29-9a34-6e475583ef55', '941364b9-1375-4add-9889-d67bae99bc8c', '44e2c4c4-9fd2-42d4-a133-d81360ded4bc', '31c69100-b612-4a61-8db5-fd314318854c'], 'uri_comp_opt': ['e2e9bf69-80b3-4237-afd9-40960dc3c67e', 'a11c4c9c-ed68-4dcd-b7ef-841e7e347d70'], 'uri_know_ess': ['6eff134b-e34f-4d6e-a6e8-5e47cf2228d0', 'c7cc6dc5-d56b-4323-8e5c-47c4022f615f', '72a74f69-5cf1-43c5-99b9-62a444578919', 'cde9911c-f92e-4de1-811f-336e177ac4ce'], 'uri_know_opt': []}",Master-D.,PhD,25,38,Baia e Latina,"['write work-related reports', 'write technical reports', 'manage health and safety standards', 'execute analytical mathematical calculations']","['prepare chemical samples', 'conduct soil sample tests']","['risk management', 'quality assurance methodologies', 'engineering processes', 'chemistry']",[],"[('Spanish', 'Null')]",[],1,False
162,dance répétiteur,"{'group': '2653', 'uri_comp_ess': ['74e748c0-fe62-4fa2-8b6d-b7f6ab556c77', '69bbd200-b404-402d-9d1d-69bc066e22cb', '6d87af20-e2fe-4303-ac80-337e5266b242'], 'uri_comp_opt': ['2aeadb90-7ddc-4329-9268-8d5a6bf76b99'], 'uri_know_ess': ['69554db4-90aa-4b97-bd4d-3cba4b658bed', '08fe5910-8c4c-4679-a988-eb2ded3c4909'], 'uri_know_opt': []}",Degree,-,19,29,Terralba,"['test artist flying systems', 'prepare rehearsals', 'participate in technical aspects of the production']",['perform specific dance genres'],"['link between dance and music style', 'labour legislation']",[],"[('Italian', 'B2')]",[],-,False
163,clothing shop manager,"{'group': '1420', 'uri_comp_ess': ['496932f1-0b6b-4f73-9432-d95c7ddcd43b', '21c5790c-0930-4d74-b3b0-84caf5af12ea', '2239694b-771a-4586-8b54-2794e361a9ae'], 'uri_comp_opt': [], 'uri_know_ess': ['450de541-797a-4da0-9fe4-a81471c8047d', '97b713f0-b9e8-4903-8dee-7e0b4019a1c0', '400d23d4-f256-44e7-85d5-5c1a53236fb2'], 'uri_know_opt': []}",Degree,Bachelor-D.,21,33,Villasanta,"['recruit employees', 'manage budgets', 'manage relationship with customers']",[],"['sales activities', 'employment statute', 'clothing sizes']",[],"[('Spanish', 'Null'), ('Italian', 'A1')]",[],-,False
164,import export manager in pharmaceutical goods,"{'group': '1324', 'uri_comp_ess': ['91abe492-18be-4cce-93c7-0dca07072363', '885564e4-9818-44ac-a77d-ddfe30b34ed7', 'faf8943c-72ff-4736-a587-25508695d6f0'], 'uri_comp_opt': [], 'uri_know_ess': ['d1ec6846-dd8a-4810-8115-474cdf271540', '6f45a77d-9208-40f2-a116-ac99c77ef580', '5dd58980-cec1-4bd3-ae57-df9e554dd5ab', '04cda8e8-e06b-4c91-bbb5-27414dc1cf14'], 'uri_know_opt': []}",Degree,-,21,37,Porto San Giorgio,"['meet deadlines', 'overseeing a business with great care', 'maintain financial records']",[],"['regulations on substances', 'international commercial transactions laws', 'import export regulation of dangerous chemicals', 'embargo regulation']",[],"[('German', 'A1'), ('Arabic', 'A1')]",[],2,True
165,wholesale merchant in electrical household appliances,"{'group': '3324', 'uri_comp_ess': ['293301db-be3c-4cba-b3ee-6cc9c55fd70a', '5308b523-dc53-4d32-91c7-6654ff40eea8', '68698869-c13c-4563-adc7-118b7644f45d', 'dc72ad0a-c5dc-4abd-bc0d-ca43e82162e1'], 'uri_comp_opt': [], 'uri_know_ess': ['e7219848-a27a-4bf4-8775-d367707be7c9', 'd6d3fee7-47e2-47f4-a0ec-6c75f28c6abd', 'a031363f-f190-4449-96ee-4b347b077324'], 'uri_know_opt': []}",Degree,Bachelor-D.,20,36,Venezia,"['monitor international market performance', 'inaugurate contact with sellers', ""identifying a customer's needs"", 'building business relationships']",[],"['sales policies', 'product comprehension', 'electrical household appliances products']",[],"[('Spanish', 'Null')]",[],1,False
166,demographer,"{'group': '2120', 'uri_comp_ess': ['2de4572a-4724-4f76-afc2-72a568a264ac', '4fabca9a-7435-4f33-b1da-3cdb00340fdc', 'da930e2f-6047-4616-a598-bba8ecef3039', '518dc04d-092d-4fa1-bd82-88b7a9278ef7'], 'uri_comp_opt': ['4cd85845-f31c-4306-994d-e12d45114d83', 'b363bb5f-2c79-40af-94da-33e06f9dee9f', '27a87847-f6cc-4e49-af0b-3d17da351af6'], 'uri_know_ess': ['7ee4c2ea-b349-4bd2-81a3-ec31475d4833', 'ed3f3dba-3a35-4ed5-b113-67f4d10ef4c8', '4339176e-3acd-4f7f-a5d9-445bee3d23f2'], 'uri_know_opt': ['8881a9c2-bd07-4954-bf27-c1f8acca9af0', 'cb304338-3a44-4b6f-802b-dfc6c64de109', 'cf9c8e73-105d-419e-86dd-4304cc6cd718']}",Bachelor-D.,Master-D.,23,42,Verona,"['speak a different language', 'engage in scientific research', 'manage open publications', 'manage intellectual property rights']","['teach in academic or vocational contexts', 'apply blended learning', 'advise legislators']","['statistics', 'scientific research methodology', 'mathematics']","['study of societal trends and influences', 'scientific modelling', 'the study of land']","[('French', 'C1')]","[('English', 'Null')]",1,False
167,roofing supervisor,"{'group': '3123', 'uri_comp_ess': ['4fa2d6ba-4fff-4f21-bddd-4a54ae840955', 'aafbb139-02c6-4f35-bc62-ff73faf97d6d', 'f27bc0b0-5270-4467-9ea8-d6e8c2dbd9dc', '6181f475-110c-497c-a46d-ed2e14e7bc90'], 'uri_comp_opt': ['92721092-fe7c-4689-96bd-4f02385bc0e7', '7eea6974-d606-4175-b95e-f66554816783'], 'uri_know_ess': ['69ce43f9-c8f9-4efb-8b8c-3c4a9ba3db88', '4e09e2d2-e317-47d2-bf5e-1d6c66be3efc', '615cfc39-797f-4229-8e92-159fcf8f3030'], 'uri_know_opt': []}",Master-D.,PhD,25,31,Cogliate,"['work in a construction team', 'interpreting of 3D drawings', 'check roof', 'ensuring compliance with construction project deadline']","['manage contracts', 'install insulation material']","['roofing techniques', 'energy performance of buildings', 'building rules']",[],"[('Spanish', 'Null'), ('Arabic', 'A2')]",[],4,False
168,fire commissioner,"{'group': '1112', 'uri_comp_ess': ['77115e7d-94aa-44cf-aa9c-7ba1f77951aa', 'e2649956-6e7c-4ac6-92ee-fab9c61badf2', '0cfc7eb9-2891-4153-b335-6331f381ff05'], 'uri_comp_opt': [], 'uri_know_ess': ['88b406d0-72e2-4087-be19-d5992d259473', '61268e22-9367-4c3b-91d9-b651e4c142e2', '861009ea-4d15-4e80-a8dc-7db41ecaf49b'], 'uri_know_opt': ['6633d687-cb8d-4743-a69c-cfb963fe4f4c', '081d7679-5070-4777-bece-a28c49f15636', 'cc173f61-3386-44c5-a048-3889e1ec9114']}",Master-D.,-,27,44,Taranto,"['performing maintenance on fire alarm systems', 'educate public on fire safety', 'communicate health and safety measures']",[],"['personnel regulation', 'fire prevention arrangements', 'fire prevention procedures']","['fire protection engineering research', 'national environmental policy', 'construction methods']","[('French', 'B2')]",[],1,True
169,agricultural policy officer,"{'group': '2422', 'uri_comp_ess': ['f78d5c04-a440-4068-90c2-fab03409a911', '108320f7-c8a1-4386-aed9-91054ab05619'], 'uri_comp_opt': ['cb4c6d77-0444-49f9-9264-39fc4585bc0e', '3a5b7435-c262-4a9d-893d-ee6c19bd9d92', '0aa02c52-077d-45f8-8c2d-7132c11ac16e'], 'uri_know_ess': ['3419fac9-575d-4492-a018-edff6f4dae26', '62685d7a-a8be-4070-89e9-8699ad1201b6', 'afdcb380-ef9f-4785-b877-cc551f035034'], 'uri_know_opt': []}",Master-D.,PhD,27,42,Conversano,"['manage government policy implementation', 'establish farming policies']","['prepare government funding dossiers', 'develop educational resources', 'carry out strategic research']","['environmental legislation in agriculture and forestry', 'ecological principles', 'agronomy']",[],"[('Spanish', 'C1'), ('Italian', 'Null')]",[],-,False
170,classical languages teacher secondary school,"{'group': '2330', 'uri_comp_ess': ['44da96fe-26a3-4a32-9a0f-c49614bb7298', 'b32e593b-cc7f-4f38-bf50-e69431ec7ada', 'd5e1e30e-44ab-4aba-abab-b8263e801b7a', '6fe019dd-027f-45f3-b19c-d27f7ae00980'], 'uri_comp_opt': ['599c3e57-1874-45e8-a83c-8ca2171b5e82', 'b1d75e36-64d3-4000-bd9c-14899bea87e2'], 'uri_know_ess': ['d04e4bde-05fa-499c-9237-1fe5e4560525', '731101d9-94bc-4805-bff4-9578d1bf03b5', 'edff6d20-660d-4d33-b412-9a5b664a14be', '98e4ec60-3940-427b-a23f-710c1acfb9ff'], 'uri_know_opt': ['89a1fa04-5a83-4c56-9b25-48ef48cdbc69', '7af90d6c-6f13-41f3-aca2-ef7d3e137f7c', '6b28bb69-a6ef-42d4-84df-46e498f09297']}",Bachelor-D.,-,26,35,Olbia,"['manage student relationship', 'demonstrate when teaching', 'assist students in their learning', 'assess students']","['supervise spoken language learning', 'implement playground surveillance']","['secondary school approaches', 'learning\xa0problems', 'curriculum objectives', 'classical antiquity']","['language teaching methods', 'Ethnolinguistics', 'disability types']","[('French', 'C2')]",[],2,True
171,stone polisher,"{'group': '8114', 'uri_comp_ess': ['9ea652f6-accf-45bb-b9a8-590f06f7bd51', 'dcc96a49-0bac-4a9c-8f8e-a32b4e47e6eb'], 'uri_comp_opt': ['76d7fa6c-b410-475b-b62a-c7a55b5bede4', '5033c2fb-ec55-4b8e-b0a4-9379593f1e1c'], 'uri_know_ess': ['0e13adb5-f135-429b-94c3-24cc1cf1b1ac', '3b3b7373-220a-4287-87cf-e24a208b63c6'], 'uri_know_opt': ['efa141df-f382-418f-9121-bd88fd735669', 'f777173e-567c-4d4a-80b3-0ff5353bb9ce']}",Less-than-degree,-,21,35,Terracina,"['supply machine', 'implement health and safety standards']","['operate engraving equipment', 'maintain equipment']","['kinds of stone', 'improvement and rotational timescale expansion']","['mechanics', 'sand blasting and eroding machining measures']","[('Spanish', 'Null')]",[],4,False
172,textile shop manager,"{'group': '1420', 'uri_comp_ess': ['e4aea84e-6f33-41f9-a61c-53cf5125ea26', '89ba58e8-a67e-4d2b-ad42-6acab25c241b', 'aa238394-8126-4ada-be2f-9dfe065cf314'], 'uri_comp_opt': [], 'uri_know_ess': ['41daf4d3-33b8-4199-b814-e54964d277b6', '4e373bb6-b9e1-4400-ba59-0313e88e8f94'], 'uri_know_opt': ['644d9c5d-9e19-4a3b-b144-8d27f7ad292d']}",Degree,-,23,31,Gassino Torinese,"['supervise merchandise displays', 'measure customer feedback', 'adhere to organisational guidelines']",[],"['textile materials', 'textile industry']",['portfolio management in textile manufacturing'],"[('Spanish', 'A1'), ('French', 'Null')]",[],2,True
173,paperboard products assembler,"{'group': '8143', 'uri_comp_ess': ['4c831013-9027-4ec6-83de-c5c19e68d083', '465ff64a-1271-4064-8ed1-e969cb68d8b4', '70c37c00-c9e8-4850-a88c-2f90da7757ce', 'db5b78f7-30ff-4a76-bb05-4b101c87827a'], 'uri_comp_opt': ['2879a6f9-868b-40a1-a424-d50007ca8354', '16d07ed7-2359-4bb6-b71c-bc5b1c4d1f5e', 'd1a2b81b-a3b5-4e4c-958f-e361254c295e'], 'uri_know_ess': ['7dcda7b8-afa9-4504-b7d9-95a51e8ee96d', '8d4271ca-c9fd-40b3-875f-15f78332a49e'], 'uri_know_opt': ['027f47ba-2435-47dc-9fd3-5f05c6a52e93', '359b5031-74da-418f-bd97-6f4e66eb9851', 'd90e2684-a5f0-45de-a06d-dd97ed6d18e1']}",Less-than-degree,Degree,16,35,Corteolona e Genzone,"['work safely with machinery', 'implement system testing procedures', 'run paper folding machine', 'handle die-cut machine']","['record production data for quality control', 'handle corrugator', 'write down assembly instructions']","['categories of paper', 'quality standards']","['types of boxes', 'printing on large scale system', 'construction of daily use goods']","[('Italian', 'A2'), ('English', 'C1')]","[('French', 'Null')]",2,False
174,watches and jewellery distribution manager,"{'group': '1324', 'uri_comp_ess': ['1dd23dba-dd00-45ab-abf4-642902538317', '04a97507-f019-4b5c-ae52-46224922ce25', 'f7b5d916-52f0-4865-b6a6-e1a3b711cb5e', '4f060129-8b75-4d58-a8dd-515bd8fef349'], 'uri_comp_opt': [], 'uri_know_ess': ['c50dc8c9-24b2-47c8-9e1a-894521f5b248', 'c77ac399-de03-4136-9531-023c453006be'], 'uri_know_opt': []}",Degree,Bachelor-D.,21,26,Cosenza,"['implement  risk analysis', 'ensure freight payment procedures are implemented correctly', 'implementing a  strategic plan', 'develop financial statistics reports']",[],"['watches and jewellery products', 'dangerous cargo regulations']",[],"[('Albanian', 'C1')]",[],-,False
175,silversmith,"{'group': '7313', 'uri_comp_ess': ['03598f35-15f1-41fa-bd8a-313e74523307', 'ea414fa9-a129-462e-845e-85ea021a255d', 'ef089514-1221-4e6a-a9ff-08dbc96afcde'], 'uri_comp_opt': [], 'uri_know_ess': ['0f850624-ae28-47c2-ab80-484290a96aea', 'a815de2c-cefb-461f-9c55-05f21ae7da8f', '69683c43-af05-4691-bb6c-9d71bf363bd7'], 'uri_know_opt': ['c50dc8c9-24b2-47c8-9e1a-894521f5b248', '69c0689f-09dc-45a8-bc8e-4952b19f7df2', '31c64efe-8ff9-4b10-bddc-eca2ad70860a']}",Less-than-degree,Degree,16,32,Paterno,"['use jewellery equipment', 'mount stones in jewels', 'clean jewellery pieces']",[],"['metal and metal ore products', 'jewellery processes', 'characteristics of precious metals']","['watches and jewellery products', 'engraving technologies', 'electroplating processes']","[('Italian', 'Null')]",[],-,False
176,hand lasting operator,"{'group': '7536', 'uri_comp_ess': ['17b3af3e-0bd5-4388-9fb4-db5d241aa9d8', '7c7cf091-5139-4a1d-a6cd-0df9edc8f34d'], 'uri_comp_opt': ['aeb6686c-f72e-4160-a815-7fd41ecfc3e8', '3212fbac-540b-41ca-a4ae-132a588500bd'], 'uri_know_ess': ['a4cfad38-109a-4a61-8d01-98fd8cf001ce', 'c6846331-2e11-45d6-ab8d-306c956332fc', '206d0e14-25b4-4b2e-b5ac-24239df46282', '2200e940-ad43-4828-8727-47c4afcbc351'], 'uri_know_opt': ['e28cea73-fba7-4bc2-8315-8daf9e456322', '5c12f164-3feb-41cf-8ede-2e02a7faf12a']}",Degree,Bachelor-D.,20,27,Mantova,"['apply basic rules of maintenance to leather goods and footwear machinery', 'apply assembly techniques for cemented footwear construction']","['uppers pre-assembling techniques for footwear bottoms', 'execute footwear bottoms pre-assembling techniques']","['footwear materials', 'technologies for footwear manufacturing', 'pre-assembly of footwear bottoms', 'assembling techniques for cemented footwear construction']","['footwear uppers pre-assembly', 'california footwear construction technology, equipment and tools']","[('Italian', 'Null'), ('French', 'B1')]","[('English', 'Null')]",-,False
177,stonemason,"{'group': '7113', 'uri_comp_ess': ['f1421b08-2893-43e1-9b8c-8dbbae7f7f13', '6ed2fb8d-3580-497f-8a21-30a0ada5caae', '8e1dd4a6-0d0e-4c0a-828d-da98a8248f44'], 'uri_comp_opt': ['ef2adfe8-d7a5-465d-bbe6-8f9e913ae7ed', '5d9dd44a-81f8-4710-bd4d-af27ec5c2139'], 'uri_know_ess': ['0e13adb5-f135-429b-94c3-24cc1cf1b1ac', '615cfc39-797f-4229-8e92-159fcf8f3030'], 'uri_know_opt': []}",Less-than-degree,-,20,25,Bassano Romano,"[""use stonemason's chisel"", 'shelter working area', 'create cutting plan']","['temporary construction site infrastructure set up', 'calculate needs for construction supplies']","['workable stone', 'building regulations']",[],"[('Italian', 'C1'), ('French', 'Null')]","[('English', 'Null')]",-,False
178,medical laboratory assistant,"{'group': '3212', 'uri_comp_ess': ['c3fb1757-a529-4336-8898-4e96cd99f95f', '0b917c3e-e49f-40d9-8f95-3bc8e9c06fd2'], 'uri_comp_opt': ['1a2cca81-480c-43ad-b183-923827f2fc0b', '51ece34f-c24e-4183-9bf4-9b6f28748aec', '05580192-9610-4bbf-9dd7-f09fe4cae28a'], 'uri_know_ess': ['0bc42cda-a6f0-4cac-9b34-7911faba0bd4', '841ec8d9-ff33-4e76-af59-27ace79c2932'], 'uri_know_opt': ['8ba9a58f-a491-4a23-9325-85f3b171aa53', '11e2378a-ccc0-45a5-993c-23eb65f9e1ce']}",Bachelor-D.,-,21,27,Torino,"['use chemical analysis equipment', 'perform laboratory tests']","['perform bone marrow transplant', 'maintain healthcare user data confidentiality', 'carry out quality control in microbiology laboratories']","['microbiology-bacteriology', 'blood type classification']","['immunology', 'blood donation']","[('Italian', 'C1'), ('Chinese', 'Null')]","[('Spanish', 'Null')]",-,False
179,casino pit boss,"{'group': '4212', 'uri_comp_ess': ['4742fe81-4fa9-4c94-8fdf-f95aff5c99c6', '27121269-6192-4568-9de4-c66eba81c1f7'], 'uri_comp_opt': ['ece25f2f-e91a-4186-a221-caa715195fd7', '5eb57e46-51c3-4265-a4dd-1f38e7fcf07a'], 'uri_know_ess': ['3eaa9732-ec2e-4057-81fc-5e8046511d07', '8d9fcc81-a292-4da0-9a07-4238aa6e5051'], 'uri_know_opt': []}",Master-D.,PhD,28,48,Diano Marina,"['sell gaming activities in casino', 'follow safety precautions in a gaming room']","['show diplomacy', 'monitor client satisfaction at casino']","['casino policies', 'casino rules of the game']",[],"[('Italian', 'A1')]",[],2,True
180,blockchain developer,"{'group': '2512', 'uri_comp_ess': ['172020d1-e151-445b-8173-e2a5fb16fe51', '2b7a79e5-84d8-4880-be66-3d9bb05bea17', 'be48353d-25c7-4f86-bea9-7b9e248fbc6e', '2522a6ce-3202-4ac8-9f5b-b9cb5a3a83a1'], 'uri_comp_opt': ['0af062de-eb43-41e9-9b96-249e2cd22d26', 'c4b1f326-224a-420a-b8b3-814a8f13b6cb', 'f5308e60-d763-4ead-be95-88c96fb3e02b'], 'uri_know_ess': ['3c2e6f38-42c1-46ec-b782-5854b2db330d', '6014921e-1d25-4039-adc2-04852d61880e'], 'uri_know_opt': ['d32db06e-bd06-4415-a7ab-1b0ee68caa9a']}",Degree,-,19,38,Porto Empedocle,"['utilise computer-aided software engineering tools', 'use software design patterns', 'interpret technical requirements', 'debug software']","['use markup languages', 'implement front-end website design', 'adapt to changes in technological development plans']","['blockchain openness', 'ICT debugging tools']",['SSL'],"[('Italian', 'Null')]",[],-,False
181,audiology equipment shop manager,"{'group': '1420', 'uri_comp_ess': ['d6d3f866-7a35-4712-a5ec-964b20ffb976', '4a112f96-72c1-47f3-aa61-4b34ea415701', '21c5790c-0930-4d74-b3b0-84caf5af12ea'], 'uri_comp_opt': ['4f3b03f2-1108-4b1b-954e-992f84cd38ba', '60713654-adc6-4a46-a1b4-2965e641d27c', '59a0d9cc-ab3e-41e6-87c5-d851c04a072c'], 'uri_know_ess': ['f88d8667-d476-43bb-980f-2dbd01ae00cf', '97b713f0-b9e8-4903-8dee-7e0b4019a1c0'], 'uri_know_opt': []}",Degree,Bachelor-D.,21,33,San Mauro Torinese,"['operate audiological equipment', 'procure relevant licenses', 'manage budgets']","['provide warranty documents for audiology equipment', 'order supplies for audiology services', 'preserve relationships with doctors']","['types of audiological equipment', 'employment regulation']",[],"[('Romanian', 'C1'), ('German', 'C1')]",[],-,False
182,prosthetist-orthotist,"{'group': '3214', 'uri_comp_ess': ['a17286c5-238d-4f0b-bc24-29e9121345de', 'c65aa043-98da-4136-9877-494e72d9e4cf', '7d08e3cd-3a68-4568-8273-5b53ac0cbc71'], 'uri_comp_opt': ['4f9e3dd2-fd39-4ea4-aeb0-285119650473', '314ec082-ddb7-4b9e-87f0-2818f1ea7b80', '9ec07ba9-f876-4dce-92b1-9e0cd68aa969'], 'uri_know_ess': ['9ec4252d-cbe8-4134-88fa-549dee1883f3', '8a06c621-adfe-41df-8fe9-6b33f1ea3f0a'], 'uri_know_opt': ['b21e2984-c6b2-4352-bbe8-8f3b03bd50f6']}",Master-D.,-,28,39,Torino,"['listen actively', 'interact with healthcare users', ""collect healthcare user's general data""]","['repair prosthetic-orthotic devices', 'recommend orthotic devices', ""identify patients' medical records""]","['human anatomy', 'biomechanics']",['medical informatics'],"[('Spanish', 'C1'), ('French', 'B1')]",[],2,False
183,roadside vehicle technician,"{'group': '7231', 'uri_comp_ess': ['5b394ba8-5d40-40d9-b771-5df6ea9ac436', '183eb46f-24f6-4e15-8017-93f10039c0a6'], 'uri_comp_opt': [], 'uri_know_ess': ['4394a7e8-ffec-4062-b679-a2570260a84f', '1b1c2d44-c487-4121-a2ed-dcda651f4d59'], 'uri_know_opt': ['95c35c3a-035f-47c2-90cf-7e934d20fc08']}",Less-than-degree,-,17,26,Roseto Capo Spulico,"['performing a technical task with great care', 'sustain vehicle records']",[],"['types of vehicles', 'car controls']",['electronics'],"[('Italian', 'C2'), ('French', 'B2')]",[],2,False
184,shop manager,"{'group': '1420', 'uri_comp_ess': ['fde186df-c9c4-49f5-b2a5-d66adc7c43a5', '21c5790c-0930-4d74-b3b0-84caf5af12ea'], 'uri_comp_opt': ['29a50780-f81b-429c-b410-7f23a492e19d', '08fd2839-670c-4f16-8024-97437f2035ab', '279101c1-e325-4349-bf58-401b6c8ff208'], 'uri_know_ess': ['450de541-797a-4da0-9fe4-a81471c8047d', '97b713f0-b9e8-4903-8dee-7e0b4019a1c0'], 'uri_know_opt': []}",Degree,-,19,38,Afragola,"['negotiating buying conditions', 'manage budgets']","['selling products', 'plan a marketing strategy', 'operate a cash point']","['a sales activity', 'employment law']",[],"[('Italian', 'B1'), ('Arabic', 'Null')]",[],2,True
185,gemmologist,"{'group': '3315', 'uri_comp_ess': ['386b5f54-e70e-45f4-bd24-3db6acec0e79', '91569912-10f1-4690-8e82-0b96c93e29ee', 'c9971e8c-2d32-4a35-9688-aa66f691550c'], 'uri_comp_opt': ['a65cfdbd-5369-42b7-a183-607b2d19410f', 'ac1b8a18-d6d0-4116-8191-93db991b3902'], 'uri_know_ess': ['47e349cb-b0a8-4877-b368-c30a2ee4668b', 'b5936963-0d12-4aa1-ae85-ad2686750427', '6b4649e5-25a6-4fb9-a0c4-5bb6c248feda'], 'uri_know_opt': ['0d254d2f-f6c7-49ac-be0d-a2651c222f7a', 'cde9911c-f92e-4de1-811f-336e177ac4ce', '3b2d77a8-6a61-48a0-af4b-e63bd083334f']}",Bachelor-D.,Master-D.,21,27,Mathi,"['immerse gemstones in chemical liquid', 'identify gemstone', 'calculate value of gems']","['cut gem stones', 'carry out jewellery market research']","['gemstones', 'gemstone assessment systems', 'gemology']","['gold', 'field of chemicals', 'precious metal alloys']","[('Spanish', 'B1'), ('French', 'Null')]","[('Italian', 'Null')]",-,False
